CustomerID,mean_prob
1098-TDVUQ,58.517462
1608-GMEWB,58.511475
2700-LUEVA,58.40069
6133-OZILE,58.385781
6807-SIWJI,58.360704
4522-AKYLR,58.346686
0899-WZRSD,58.344773
7853-OETYL,58.335463
7993-NQLJE,58.326642
6917-YACBP,58.295285
9058-HRZSV,58.280357
1728-CXQBE,58.191453
0080-OROZO,58.189356
8868-GAGIO,58.184056
8782-LKFPK,58.163194
9389-ACWBI,58.134142
9688-YGXVR,58.096788
0380-NEAVX,58.081858
1310-QRITU,58.049647
4070-OKWVH,57.978982
5522-JBWMO,57.971168
8677-HDZEE,57.855897
6942-LBFDP,57.802434
3665-JATSN,57.793255
5981-ZVXOT,57.792977
2621-UDNLU,57.770853
8166-ORCHU,57.736831
8065-BVEPF,57.699761
4238-HFHSN,57.538813
6233-HXJMX,57.470963
2903-YYTBW,57.463208
7130-YXBRO,57.447343
2452-KDRRH,57.434288
2452-SNHFZ,57.411732
0924-BJCRC,57.398934
1453-RZFON,57.397941
6908-VVYHM,57.392586
4482-FTFFX,57.348783
1442-BQPVU,57.324829
1663-MHLHE,57.298746
6563-VNPMN,57.288175
2826-UWHIS,57.180896
7610-TVOPG,57.086063
5828-DWPIL,57.070365
1996-DBMUS,57.069174
9975-SKRNR,57.012729
2988-GBIVW,57.007132
3170-GWYKC,56.977154
2758-RNWXS,56.971704
1855-AGAWH,56.914982
5562-YJQGT,56.783762
8739-QOTTN,56.783762
9818-XQCUV,56.783762
5076-YVXCM,56.783626
5947-SGKCL,56.766502
9441-QHEVC,56.741275
6569-KTMDU,56.741275
1015-OWJKI,56.734595
7729-JTEEC,56.698734
6572-ADKRS,56.677039
7302-ZHMHP,56.67388
3808-HFKDE,56.650196
6486-LHTMA,56.474316
2792-VPPET,56.449865
4815-GBTCD,56.441507
8981-FJGLA,56.351037
4138-NAXED,56.327912
7072-MBHEV,56.308651
2067-QYTCF,56.30583
3709-OIJEA,56.277739
1335-NTIUC,56.264703
2027-WKXMW,56.24063
7318-EIVKO,56.206923
0487-RPVUM,56.146957
0816-TSPHQ,56.062421
3007-FDPEA,56.055739
7821-DPRQE,56.042873
5207-PLSTK,55.960504
5543-QDCRY,55.921349
4130-MZLCC,55.868398
7271-AJDTL,55.853984
4010-YLMVT,55.804297
5686-CMAWK,55.79043
9708-HPXWZ,55.783265
7009-LGECI,55.769659
7128-GGCNO,55.750399
8388-FYNPZ,55.746742
6726-WEXXK,55.697394
0851-DFJKB,55.692367
3452-SRFEG,55.665119
6257-RJOHI,55.531615
7426-GSWPO,55.500243
1635-FJFCC,55.485912
2277-VWCNI,55.458539
1456-TWCGB,55.400574
1215-VFYVK,55.395496
3594-IVHJZ,55.386892
5542-DHSXL,55.381477
7246-ZGQDF,55.376971
6184-DYUOB,55.319237
8705-DWKTI,55.306032
2342-CKIAO,55.252844
1216-BGTSP,55.250733
5067-DGXLL,55.230308
1833-TCXKK,55.210701
7284-BUYEC,55.195893
2267-WTPYD,55.180627
2971-SGAFL,55.134255
9817-APLHW,55.132846
1636-NTNCO,55.12916
8725-JEDFD,55.125421
9348-YVOMK,55.028208
9776-OJUZI,55.018615
8903-XEBGX,55.017587
7878-JGDKK,54.996238
8445-DNBAE,54.968238
3744-ZBHON,54.961732
8096-LOIST,54.958454
1406-PUQVY,54.948562
1025-FALIX,54.879925
8064-RAVOH,54.866215
3195-TQDZX,54.849073
9537-VHDTA,54.79755
7880-XSOJX,54.79425
0030-FNXPP,54.719229
7916-VCCPB,54.665124
9767-FFLEM,54.615912
9761-XUJWD,54.575973
0237-YFUTL,54.54929
6402-EJMWF,54.531708
7526-IVLYU,54.530894
2740-JFBOK,54.344385
2144-BFDSO,54.278407
4080-IIARD,54.248343
0463-WZZKO,54.193765
6394-HHHZM,54.187073
5172-MIGPM,54.18212
7077-XJMET,54.159668
5445-GLVOT,54.137855
5206-XZZQI,54.114889
6218-KNUBD,54.112717
2582-FFFZR,54.073227
7025-IWFHT,53.936789
3446-QDSZF,53.922869
9770-LXDBK,53.885372
1051-GEJLJ,53.828983
0212-ISBBF,53.819833
8250-ZNGGW,53.802596
4402-FTBXC,53.750912
5136-GFPMB,53.69732
0129-KPTWJ,53.696194
4324-AHJKS,53.692048
3113-IWHLC,53.692048
8217-QYOHV,53.685884
3806-YAZOV,53.657711
3657-COGMW,53.651374
9979-RGMZT,53.640664
2303-PJYHN,53.590518
8150-QUDFX,53.590518
7018-WBJNK,53.58357
7594-LZNWR,53.555046
3936-QQFLL,53.480847
2308-STERM,53.468471
9101-NTIXF,53.468471
2640-LYMOV,53.467472
0366-NQSHS,53.461781
6917-IAYHD,53.461201
0396-HUJBP,53.455091
0295-QVKPB,53.433894
9505-SQFSW,53.406934
7017-VFULY,53.391128
8006-PYCSW,53.391128
8755-IWJHN,53.359082
0058-EVZWM,53.283982
7075-BNDVQ,53.260027
5433-KYGHE,53.159862
0265-PSUAE,53.062694
1564-HJUVY,53.054895
8313-KTIHG,53.011325
1399-UBQIU,52.991592
8404-GFGCZ,52.953245
6362-QHAFM,52.94886
4393-RYCRE,52.940768
6551-GNYDG,52.939737
9426-SXNHE,52.909684
3137-LUPIX,52.908659
4931-TRZWN,52.897604
5066-GFJMM,52.781969
4283-IVYCI,52.708965
7636-XUHWW,52.624156
9039-ZVJDC,52.61159
8160-HOWOX,52.34064
5243-SAOTC,52.339278
1935-IMVBB,52.32818
2673-CXQEU,52.311657
7905-TVXTA,52.300131
6734-CKRSM,52.290257
2393-DIVAI,52.290257
7808-DVWEP,52.290257
5334-JLAXU,52.283612
2041-JIJCI,52.268512
0178-CIIKR,52.232747
8963-JLGJT,52.157414
7587-AOVVU,52.110381
8008-ESFLK,52.100447
5919-VCZYM,52.099738
0871-OPBXW,52.099738
0188-GWFLE,52.099738
9700-ZCLOT,52.083635
4986-MXSFP,52.083635
4237-CLSMM,52.083635
1796-JANOW,52.074925
5778-BVOFB,51.960333
2853-CWQFQ,51.959459
6173-GOLSU,51.949582
7789-CRUVC,51.843551
5018-GWURO,51.841123
0003-MKNFE,51.837818
1346-PJWTK,51.836862
5240-CAOYT,51.806523
7798-JVXYM,51.786805
7501-VTYLJ,51.784034
4320-QMLLA,51.724713
6652-YFFJO,51.712465
1849-RJYIG,51.712285
1848-LBZHY,51.712047
2257-BOVXD,51.693631
2676-OXPPQ,51.675258
0463-ZSDNT,51.660938
7799-DSEWS,51.653025
0314-TKOSI,51.633211
7351-KYHQH,51.630371
3688-FTHLT,51.626507
0228-MAUWC,51.609435
5424-RLQLC,51.578538
9780-FKVVF,51.569262
8242-JSVBO,51.548717
1907-YLNYW,51.530091
4226-KKDON,51.525434
7905-NJMXS,51.509634
7047-FWEYA,51.503232
8887-IPQNC,51.496595
3873-NFTGI,51.47514
9375-MHRRS,51.474973
6854-EXGSF,51.460794
8735-DCXNF,51.45632
4452-QIIEB,51.450942
0567-GGCAC,51.448445
7554-AKDQF,51.443139
5816-SCGFC,51.429585
7797-EJMDP,51.418286
8003-EWNDZ,51.40574
3055-OYMSE,51.386216
0867-LDTTC,51.351028
7054-ENNGU,51.307277
1353-LJWEM,51.300875
7966-YOTQW,51.299052
4257-GAESD,51.281151
7319-VENRZ,51.280316
7876-BEUTG,51.277883
4280-DLSHD,51.265697
5515-RUGKN,51.265697
2674-MLXMN,51.260942
2373-NTKOD,51.256642
9396-ZSFLL,51.244401
3589-PPVKW,51.243046
3258-SANFR,51.242321
8455-HIRAQ,51.220667
3345-PBBFH,51.219207
1436-ZMJAN,51.208035
0423-UDIJQ,51.206136
7130-CTCUS,51.199931
7693-QPEFS,51.195504
5600-PDUJF,51.194307
5568-DMXZS,51.144546
3537-HPKQT,51.121163
9327-QSDED,51.10267
8095-WANWK,51.101097
5309-TAIKL,51.098803
7351-MHQVU,51.08894
2709-UQGNP,51.083616
2761-XECQW,51.076414
2782-LFZVW,51.074521
2931-FSOHN,51.055754
6859-RKMZJ,51.049177
0701-TJSEF,51.042742
5651-CPDND,51.020346
5149-TGWDZ,51.000816
6143-JQKEA,50.994004
3890-RTCMS,50.962402
9097-ZUBYC,50.951473
8111-BKVDS,50.921521
7143-BQIBA,50.881123
8735-IJJEG,50.862681
1465-LNTLJ,50.856313
1629-DQQVB,50.849419
0112-QAWRZ,50.824278
3629-WEAAM,50.819784
4672-FOTSD,50.764875
6898-MDLZW,50.753601
7766-CLTIC,50.751428
2458-EOMRE,50.732883
7446-YPODE,50.701685
4468-KAZHE,50.6962
2615-YVMYX,50.694522
1202-KKGFU,50.677973
2432-TFSMK,50.644107
0856-NAOES,50.593004
8791-GFXLZ,50.581119
1814-DKOLC,50.556763
7596-LDUXP,50.551273
1685-VAYJF,50.489958
9626-WEQRM,50.481295
9489-UTFKA,50.460213
9873-MNDKV,50.417102
0356-ERHVT,50.402989
0708-LGSMF,50.3987
8746-OQQRW,50.390015
5311-IHLEI,50.360082
1600-DILPE,50.351358
7176-WIONM,50.328251
5701-ZIKJE,50.292336
3566-VVORZ,50.291273
5035-PGZXH,50.223279
2604-XVDAM,50.191765
7389-KBFIT,50.185316
2585-KTFRE,50.180731
2014-MKGMH,50.113173
3584-WKTTW,50.088549
7245-JMTTQ,50.08189
3001-UNBTL,50.074244
5734-EJKXG,50.070246
5624-RYAMH,50.064075
1867-TJHTS,50.049512
2000-MPKCA,50.035394
3162-KKZXO,50.015136
8474-UMLNT,50.012189
3199-NPKCN,49.98521
7824-PANSQ,49.956951
0872-JCPIB,49.92424
5156-UMKOW,49.907212
9142-KZXOP,49.866344
2519-LBNQL,49.863669
5206-HPJKM,49.739854
2074-GUHPQ,49.73924
0130-SXOUN,49.635293
9629-NHXFW,49.616445
1724-IQWNM,49.607774
1215-FIGMP,49.593204
2862-PFNIK,49.586485
5188-HGMLP,49.577782
6067-NGCEU,49.519229
6815-ABQFQ,49.504312
8023-QHAIO,49.49377
6341-AEVKX,49.491047
5897-ZYEKH,49.435789
3090-LETTY,49.313417
1791-PQHBB,49.303962
0471-ARVMX,49.27315
2252-JHJGE,49.271426
6794-HKIAJ,49.266768
4488-KQFDT,49.264846
1976-AZZPJ,49.262398
8800-ZKRFW,49.261209
4828-FAZPK,49.260556
6180-YBIQI,49.254402
3692-JHONH,49.24596
2750-BJLSB,49.233325
1229-RCALF,49.207969
3679-XASPY,49.188168
7975-TZMLR,49.153382
5071-FBJFS,49.067394
3511-APPBJ,49.031975
5630-AHZIL,48.990337
6199-IWKGC,48.951711
9052-VKDUW,48.881535
0319-QZTCO,48.868679
4718-DHSMV,48.819837
2080-SRCDE,48.801363
1216-JWVUX,48.732096
9643-YBLUR,48.710868
6439-LAJXL,48.698861
0734-OXWBT,48.690951
3761-FLYZI,48.689986
1100-DDVRV,48.67271
7251-XFOIL,48.645838
4781-ZXYGU,48.630999
9374-YOLBJ,48.58128
4646-QZXTF,48.563977
2924-KHUVI,48.497318
2826-DXLQO,48.494244
7950-XWOVN,48.474261
0853-NWIFK,48.470048
4462-CYWMH,48.407526
2957-JIRMN,48.343557
7159-FVYPK,48.209416
9821-BESNZ,48.208599
0929-PECLO,48.121257
0959-WHOKV,48.103691
5067-XJQFU,48.063871
9938-EKRGF,48.030022
3308-MHOOC,47.992561
3373-YZZYM,47.992561
4685-ERGHK,47.990713
9833-TGFHX,47.983246
1423-BMPBQ,47.975259
9137-UIYPG,47.970929
5868-YTYKS,47.963917
3174-RKMOW,47.959061
2522-AHJXR,47.938198
6713-OKOMC,47.904781
2806-MLNTI,47.837297
8979-CAMGB,47.780199
4177-JPDFU,47.773585
8033-VCZGH,47.716597
3224-DFQNQ,47.622801
1698-XFZCI,47.588645
8069-YQQAJ,47.53663
9971-ZWPBF,47.524525
8152-UOBNY,47.496022
9701-CDXHR,47.476357
0927-CNGRH,47.37773
1170-SASML,47.354371
1656-DRSMG,47.328228
2480-SQIOB,47.245074
5732-IKGQH,47.237187
1304-BCCFO,47.156447
6022-KOUQO,47.121525
1356-MKYSK,47.089903
2927-QRRQV,47.073085
4833-QTJNO,46.968605
6549-NNDYT,46.948935
3865-ZYKAD,46.918456
7537-CBQUZ,46.911192
5802-ADBRC,46.892838
4860-YZGZM,46.840992
0822-QGCXA,46.817248
9169-BSVIN,46.814553
1370-GGAWX,46.799562
4396-KLSEH,46.791676
0106-GHRQR,46.734876
0668-OGMHD,46.705109
8133-ANHHJ,46.665786
5186-EJEGL,46.654186
7382-DFJTU,46.650192
1110-KYLGQ,46.636878
1703-MGIAB,46.62421
0247-SLUJI,46.581624
1169-SAOCL,46.567491
3645-DEYGF,46.490999
8495-LJDFO,46.477463
4291-HPAXL,46.426675
3349-ANQNH,46.413185
2538-OIMXF,46.404158
5527-ACHSO,46.365451
6954-OOYZZ,46.360549
5285-MVEHD,46.354705
6266-QHOJZ,46.300317
0621-HJWXJ,46.260792
7661-CPURM,46.25318
6250-CGGUN,46.242656
3756-VNWDH,46.216437
5351-QESIO,46.15011
2446-ZKVAF,46.14214
9962-BFPDU,46.138828
2812-SFXMJ,46.138828
2195-VVRJF,46.137327
5701-SVCWR,46.131979
8267-KFGYD,46.101246
9481-IEBZY,46.08402
4929-ROART,46.069033
6952-OMNWB,46.054462
1986-PHGZF,46.044619
1049-FYSYG,46.033804
6620-JDYNW,45.977978
3807-XHCJH,45.97726
3179-GBRWV,45.97624
0550-DCXLH,45.957456
5671-UUNXD,45.927255
3144-KMTWZ,45.897104
8467-WYNSR,45.88234
7409-JURKQ,45.791379
4338-EYCER,45.791163
9103-CXVOK,45.788176
2087-QAREY,45.773765
5843-TTHGI,45.744716
5949-HGVJL,45.743304
7748-UMTRK,45.709276
5366-OBVMR,45.672725
3156-QLHBO,45.609601
3703-TTEPD,45.593524
5438-QMDDL,45.592865
7395-XWZOY,45.551062
5651-WYIPH,45.514012
2828-SLQPF,45.419068
7883-ROJOC,45.405664
1360-JYXKQ,45.39182
5939-XAIXZ,45.342561
8375-KVTHK,45.329287
2801-NISEI,45.320544
6088-BXMRG,45.30724
7103-IPXPJ,45.289942
6624-JDRDS,45.288962
1386-ZIKUV,45.288132
1852-XEMDW,45.286632
3307-TLCUD,45.274092
4676-MQUEA,45.265016
1641-RQDAY,45.206759
2978-XXSOG,45.206419
8706-HRADD,45.190035
4939-KYYPY,45.189322
8623-ULFNQ,45.183495
8992-OBVDG,45.085784
6217-TOWGS,45.073606
9504-DSHWM,45.065534
4827-USJHP,45.047754
2023-VQFDL,45.017094
6655-LHBYW,44.932252
9943-VSZUV,44.823741
7109-MFBYV,44.813338
1785-BPHTP,44.800889
2027-CWDNU,44.79988
0537-QYZZN,44.796196
5353-WILCI,44.775604
5447-WZAFP,44.772536
6705-LNMDD,44.763468
5133-VRSAB,44.733823
9099-FTUHS,44.729636
7421-ZLUPA,44.720429
3807-BPOMJ,44.685183
0442-ZXKVS,44.678903
1784-EZDKJ,44.642712
9408-HRXRK,44.545609
4332-MUOEZ,44.539099
6475-VHUIZ,44.506175
3946-JEWRQ,44.46651
8910-ICHIU,44.442212
7879-CGSFV,44.39245
7064-FRRSW,44.382986
3345-JHUEO,44.362889
0206-TBWLC,44.36052
6469-QJKZW,44.356794
1697-NVVGY,44.352967
4003-FUSHP,44.341889
6704-UTUKK,44.3115
5198-EFNBM,44.300166
1134-YWTYF,44.277117
0384-RVBPI,44.244785
8329-UTMVM,44.239849
5921-NGYRH,44.233012
3723-BFBGR,44.203384
6821-JPCDC,44.196841
3402-XRIUO,44.171296
9779-DPNEJ,44.142257
8091-TTVAX,44.116907
2931-VUVJN,44.093541
2108-GLPQB,44.086462
1958-RNRKS,44.054934
4109-CYRBD,44.036482
4104-PVRPS,44.032748
0422-UXFAP,44.01963
5955-EPOAZ,43.998633
0575-CUQOV,43.995814
4619-EVPHY,43.992024
2293-IJWPS,43.987424
8317-BVKSO,43.93244
7964-VEXDG,43.93107
4486-EFAEB,43.903207
0191-ZHSKZ,43.839333
9054-FOWNV,43.829233
9323-HGFWY,43.798504
6284-KMNUF,43.798267
7895-VONWT,43.787096
0931-MHTEM,43.775994
8982-NHAVY,43.772783
1357-BIJKI,43.728211
9881-VCZEP,43.718205
3221-CJMSG,43.716672
7576-JMYWV,43.683403
7636-OWBPG,43.67738
6464-KEXXH,43.655446
5443-SCMKX,43.618964
1329-VHWNP,43.615828
9027-YFHQJ,43.615828
6243-OZGFH,43.585303
2229-VWQJH,43.574673
4712-AUQZO,43.561504
9828-QHFBK,43.54677
5423-BHIXO,43.520529
5027-YOCXN,43.494657
9114-VEPUF,43.455776
5863-OOKCL,43.43752
9644-UMGQA,43.401799
7968-QUXNS,43.386356
2208-NQBCT,43.336902
7892-QVYKW,43.311131
3545-CNWRG,43.308382
0027-KWYKW,43.294684
7629-WFGLW,43.292893
4075-JFPGR,43.207544
3521-MNKLV,43.163664
2843-CQMEG,43.163664
6258-NGCNG,43.150015
2519-ERQOJ,43.141897
0516-UXRMT,43.096751
6890-PFRQX,43.091091
3167-SNQPL,43.084707
7811-JIVPF,43.082847
3689-MOZGR,43.070292
1258-YMZNM,43.067117
3301-LSLWQ,43.064483
4350-ZTLPI,43.062944
6728-VOIFY,43.059885
5222-JCXZT,43.055441
7234-KMNRQ,43.055441
8263-OKETD,42.983032
2284-VFLKH,42.951354
8268-YDIXR,42.949502
8552-OBVRU,42.925664
5934-RMPOV,42.91736
5046-NUHWD,42.917
5522-NYKPB,42.904342
5136-RGMZO,42.895029
9069-LGEUL,42.881508
2972-YDYUW,42.871297
4501-VCPFK,42.838861
0623-EJQEG,42.83579
7188-CBBBA,42.827198
9494-BDNNC,42.817548
5945-AZYHT,42.756622
6549-YMFAW,42.752118
0750-EBAIU,42.693277
9036-CSKBW,42.688229
2325-WINES,42.687329
6907-CQGPN,42.597861
9909-DFRJA,42.579548
7663-ZTEGJ,42.560435
7964-YESJC,42.519359
5760-WRAHC,42.50268
4950-BDEUX,42.485715
4374-YMUSQ,42.43978
3055-MJDSB,42.428307
5092-STPKP,42.407706
9972-VAFJJ,42.400653
6429-SHBCB,42.396818
7402-PWYJJ,42.375085
5882-CMAZQ,42.363573
2782-JEEBU,42.317681
4923-ADWXJ,42.276887
4976-LNFVV,42.270042
0887-WBJVH,42.230543
8495-PRWFH,42.178118
9373-WSLOY,42.108145
4692-NNQRU,42.078451
5018-HEKFO,42.043739
2294-SALNE,42.021801
2038-YSEZE,41.982513
6620-HVDUJ,41.917306
0975-UYDTX,41.910216
7036-ZZKBD,41.852218
9522-BNTHX,41.851254
6637-KYRCV,41.817868
6647-ZEDXT,41.803788
6865-JZNKO,41.705296
8148-BPLZQ,41.677884
2731-GJRDG,41.677415
6198-PNNSZ,41.663573
6261-LHRTG,41.663376
8631-WUXGY,41.640341
6131-FOYAS,41.609084
0409-WTMPL,41.586423
5345-BMKWB,41.55901
9853-JFZDU,41.549377
3058-WQDRE,41.517509
1355-KUSBG,41.501011
1060-ENTOF,41.367394
8564-LDKFL,41.328571
3847-BAERP,41.325839
0691-NIKRI,41.321909
1261-FWTTE,41.285491
6797-UCJHZ,41.28292
6408-OTUBZ,41.27765
5447-VYTKW,41.274447
4480-MBMLB,41.27301
0100-DUVFC,41.260982
2155-AMQRX,41.218451
1666-JZPZT,41.194301
6278-FEPBZ,41.193861
5440-VHLUL,41.191607
8070-AAWZP,41.190859
9972-NKTFD,41.185138
4118-CEVPF,41.168783
4002-BQWPQ,41.139634
1991-VOPLL,41.125243
2791-SFVEW,41.073427
0103-CSITQ,41.036621
6874-SGLHU,41.034035
9788-YTFGE,41.013095
4282-MSACW,40.99015
6156-UZDLF,40.979063
9115-YQHGA,40.976724
0096-FCPUF,40.972568
7789-HKSBS,40.936398
1853-ARAAQ,40.927627
0289-IVARM,40.924409
4753-PADAS,40.904873
0655-YDGFJ,40.890468
1091-SOZGA,40.882501
7976-CICYS,40.838727
9367-OIUXP,40.838727
1919-RTPQD,40.825075
4429-WYGFR,40.816173
5370-IIVVL,40.792775
4524-QCSSM,40.782271
2320-SLKMB,40.755899
3858-XHYJO,40.73042
4011-ARPHK,40.725421
2824-MYYBN,40.71055
1376-HHBDV,40.700726
7016-NVRIC,40.697439
5982-FPVQN,40.697322
2560-PPCHE,40.682459
6979-TNDEU,40.649028
1925-GMVBW,40.630832
9415-TPKRV,40.612419
0310-VQXAM,40.598656
2805-EDJPQ,40.576636
7718-UPSKJ,40.553807
2379-GYFLQ,40.55067
7251-LJBQN,40.539797
8059-UDZFY,40.534011
1472-TNCWL,40.50517
7361-YPXFS,40.492381
6128-AQBMT,40.459373
0584-BJQGZ,40.432376
5898-IGSLP,40.426617
6959-GQEGV,40.426539
9618-LFJRU,40.415387
8344-WFMFH,40.396587
4747-LCAQL,40.385655
9770-KXGQU,40.385418
3794-NFNCH,40.380471
3981-QSVQI,40.359272
9700-ISPUP,40.352743
8295-FHIVV,40.349306
4926-UMJZD,40.345164
9774-NRNAU,40.321198
7869-ZYDST,40.305449
5702-SKUOB,40.30337
2133-TSRRM,40.289497
5149-CUZUJ,40.243195
3758-CKOQL,40.217526
2320-YKQBO,40.2147
7459-IMVYU,40.208086
5712-VBOXD,40.19733
4397-FRLTA,40.19733
2371-JUNGC,40.189377
8224-IVVPA,40.185462
8952-WCVCD,40.184486
4558-CGYCZ,40.172031
4945-RVMTE,40.166559
3675-EQOZA,40.162721
3736-BLEPA,40.14697
7175-NTIXE,40.143905
2186-QZEYA,40.139707
2428-ZMCTB,40.135978
6873-UDNLD,40.128027
4365-MSDYN,40.127796
8980-WQFWL,40.12741
4821-SJHJV,40.119497
2851-MMUTZ,40.1119
7634-WSWDB,40.091071
8439-LTUGF,40.077666
0380-ZCSBI,40.077666
2439-QKJUL,40.074191
9332-GYWLO,40.070285
6383-ZTSIW,40.065581
1810-BOHSY,40.061329
4134-BSXLX,40.049875
9825-YCXWZ,40.043843
6671-NGWON,40.037415
5396-IZEPB,40.032184
6029-CSMJE,40.03175
7682-AZNDK,40.026005
5074-FBGHB,40.023325
8410-BGQXN,40.012045
5850-BDWCY,40.009268
0565-JUPYD,40.000368
6621-YOBKI,39.997077
6480-YAGIY,39.980989
2931-SVLTV,39.974328
3570-YUEKJ,39.946477
2623-DRYAM,39.943123
2858-EIMXH,39.910722
5294-IMHHT,39.907503
0114-RSRRW,39.905895
1422-DGUBX,39.902173
4936-YPJNK,39.899228
3675-YDUPJ,39.892563
4431-EDMIQ,39.889826
8731-WBBMB,39.882172
2988-PLAHS,39.879777
0690-SRQID,39.872863
6035-BXTTY,39.871548
2075-RMJIK,39.850845
2371-KFUOG,39.841328
2474-LCNUE,39.836752
7787-BNTZM,39.82142
4832-VRBMR,39.820237
9367-TCUYN,39.816299
3370-GQEAL,39.798372
9909-IDLEK,39.795552
5195-KPUNQ,39.788948
7134-MJPDY,39.781647
2732-ISEZX,39.779122
0481-SUMCB,39.777732
8205-MQUGY,39.776547
8992-VONJD,39.774975
6353-BRMMA,39.771036
3977-QCRSL,39.765417
1755-RMCXH,39.759832
2410-CIYFZ,39.757024
1767-TGTKO,39.745716
7727-SHVZV,39.740264
6614-VBEGU,39.72383
8715-KKTFG,39.716324
8200-KLNYW,39.670087
0303-WMMRN,39.666132
7531-GQHME,39.654125
7483-IQWIB,39.64557
0523-VNGTF,39.62733
1950-KSVVJ,39.626903
5140-FOMCQ,39.621102
0277-BKSQP,39.602908
7521-AFHAB,39.574249
6972-SNKKW,39.562313
7140-ADSMJ,39.515154
1855-CFULU,39.478976
1336-EZFZY,39.478976
3694-GLTJM,39.462319
3530-CRZSB,39.457764
9233-PSYHO,39.436253
4256-ZWTZI,39.432573
1217-VASWC,39.423602
1024-KPRBB,39.410965
2172-EJXVF,39.410303
4468-YDOVK,39.394496
6599-GZWCM,39.392285
8384-FZBJK,39.37752
6575-SUVOI,39.338802
1385-TQOZW,39.322804
4568-TTZRT,39.31612
5144-PQCDZ,39.291052
4323-OHFOW,39.281644
5651-YLPRD,39.27839
5996-NRVXR,39.275179
5924-IFQTT,39.271578
8138-EALND,39.20757
7396-VJUZB,39.204692
6500-JVEGC,39.195875
1784-BXEFA,39.192692
9512-PHSMG,39.192692
4785-NKHCX,39.184047
2159-TURXX,39.184047
7074-STDCN,39.177184
6732-FZUGP,39.159062
8294-UIMBA,39.152595
2558-BUOZZ,39.146647
1563-IWQEX,39.146499
3363-EWLGO,39.118925
6377-KSLXC,39.118925
9970-QBCDA,39.115272
9342-VNIMQ,39.095617
8123-QBNAZ,39.043136
6891-JPYFF,39.037493
8450-UYIBU,39.036266
8878-RYUKI,39.010597
4016-BJKTZ,39.007668
4837-QUSFT,39.006284
9364-YKUVW,38.992275
0052-DCKON,38.976656
9738-QLWTP,38.973367
8851-RAGOV,38.965049
0330-BGYZE,38.963247
8108-UXRQN,38.937876
5619-PTMIK,38.917221
5968-XQIVE,38.916268
7203-OYKCT,38.904832
9256-JTBNZ,38.88471
6728-DKUCO,38.879447
0725-CXOTM,38.865376
0564-MUUQK,38.861489
3750-RNQKR,38.848172
2882-DDZPG,38.848172
4360-QRAVE,38.844681
8663-UPDGF,38.842418
0347-UBKUZ,38.841095
0750-EKNGL,38.84001
8402-EIVQS,38.840008
6806-YDEUL,38.822749
9932-WBWIK,38.821777
7856-GANIL,38.820713
8671-KKKOS,38.770548
5339-TJFEK,38.764344
2480-EJWYP,38.746148
6689-VRRTK,38.739093
0512-FLFDW,38.701325
2402-TAIRZ,38.666873
7764-BDPEE,38.65921
7951-VRDVK,38.644849
9896-UYMIE,38.635548
5298-GSTLM,38.619752
6838-HVLXG,38.614508
1347-KTTTA,38.607559
2672-TGEFF,38.605488
1089-HDMKP,38.594827
5223-UZAVK,38.562936
1614-JBEBI,38.558361
7746-AWNQW,38.532811
3680-CTHUH,38.51234
1768-HNVGJ,38.506046
8496-DMZUK,38.505302
7148-XZPHA,38.502721
6473-ULUHT,38.499935
7706-DZNKK,38.493198
4622-YNKIJ,38.480693
6906-MPARY,38.473241
3061-BCKYI,38.472416
6490-FGZAT,38.467697
4455-BFSPD,38.422844
3694-DELSO,38.331843
5913-INRQV,38.311291
9518-IMLHK,38.308773
4987-GQWPO,38.280778
6040-CGACY,38.262217
3282-ZISZV,38.224829
8942-DBMHZ,38.222937
1539-LNKHM,38.216303
8985-OOPOS,38.201926
7611-YKYTC,38.17857
0440-UEDAI,38.177323
8573-CGOCC,38.133925
5032-USPKF,38.128546
2911-IJORQ,38.121198
5151-HQRDG,38.104619
4881-GQJTW,38.069827
0824-VWDPO,38.053446
1730-VFMWO,38.038373
1707-HABPF,38.027735
8246-SHFGA,38.014124
7998-ZLXWN,38.003119
2911-WDXMV,37.96623
6131-JLWZM,37.959677
4660-IRIBM,37.933893
1140-UKVZG,37.896526
8944-AILEF,37.890754
2625-TRCZQ,37.863883
9391-DXGGG,37.849868
4770-QAZXN,37.84683
4879-GZLFH,37.846227
2928-HLDBA,37.843245
4476-OSWTN,37.838529
6112-KTHFQ,37.800508
0186-CAERR,37.78705
3780-YVMFA,37.767257
9402-CXWPL,37.765915
3541-ZNUHK,37.763824
4083-BFNYK,37.74865
7123-WQUHX,37.74865
1074-AMIOH,37.745447
4079-ULGFR,37.711509
0708-SJDIS,37.699387
1518-OMDIK,37.693385
0799-DDIHE,37.676272
8807-ARQET,37.602674
3642-GKTCT,37.598977
5651-CRHKQ,37.57443
8378-LKJAF,37.560947
7672-VFMXZ,37.555463
4450-YOOHP,37.464549
6921-OZMFH,37.462925
6036-TTFYU,37.417345
6227-FBDXH,37.350774
9800-ONTFE,37.30581
5951-AOFIH,37.290552
0326-VDYXE,37.253724
1679-JRFBR,37.207793
9837-FWLCH,37.192656
0787-LHDYT,37.169982
1335-HQMKX,37.159669
7629-WIXZF,37.122274
8894-JVDCV,37.119515
3062-ICYZQ,37.087116
3162-ZJZFU,37.06489
3016-KSVCP,37.041447
